Tissue,Expected,Observed,Enrichment Fold Change,P value,Q value
nervous system WBbt:0005735,147.07112970711296,797,5.419146514935989,0.0,0.0
PVD WBbt:0006831,43.05392318179682,360,8.36160733784669,1.4009311132675987e-233,1.9122709696102722e-231
labial sensillum WBbt:0005107,44.58730979580963,363,8.141329935858009,1.303479692998486e-231,1.1861665206286222e-229
cephalic sheath cell WBbt:0008406,4.51083634996004,107,23.720656591974986,1.691763821109435e-117,1.1546288079071895e-115
pharynx WBbt:0003681,75.24015482738626,287,3.814452544102639,4.111267284354576e-92,2.2447519372575985e-90
excretory secretory system WBbt:0006850,14.038675504991147,117,8.334119551264163,2.7967983384842393e-71,1.2725432440103288e-69
hermaphrodite WBbt:0007849,33.49630952940623,166,4.955769824561403,6.215465891292994e-67,2.424031697604268e-65
excretory cell WBbt:0005812,12.803033864573049,105,8.201181150550797,2.6753433722400516e-63,9.129609257769177e-62
gonadal primordium WBbt:0008366,8.947236456521399,84,9.388373763026534,1.0915150289566128e-55,3.310928921168392e-54
striated muscle WBbt:0005779,21.51207434221867,116,5.392320524494627,2.7276808401680567e-50,7.446568693658795e-49
sex organ WBbt:0008422,23.834485136257502,114,4.782985633978764,2.991167344967948e-44,7.423533501602271e-43
coelomic system WBbt:0005749,13.36874931440302,86,6.4329129058727,1.8310518095632717e-43,4.165642866756443e-42
ventral nerve cord WBbt:0005829,20.901697146349488,103,4.927829509671615,3.433762553413803e-41,7.210901362168987e-40
corpus WBbt:0003733,31.605628947079747,112,3.5436725586930113,1.6688695548497474e-31,3.254295631957008e-30
reproductive tract WBbt:0005744,25.68050397254478,99,3.8550645308924483,8.20128085878855e-31,1.492633116299516e-29
midbody WBbt:0005740,10.823029790168148,60,5.543734163469195,2.5783774769048252e-27,4.399356569968858e-26
tail WBbt:0005741,27.496748311472587,96,3.491321916051634,1.1920545753775686e-26,1.9142994063416249e-25
hyp7 syncytium WBbt:0005734,2.247974550640152,30,13.345346810735448,4.058645323152019e-26,6.155612073447229e-25
male WBbt:0007850,10.034005610142133,48,4.783732625331877,1.502483931872327e-19,2.1588321757955017e-18
pharyngeal interneuron WBbt:0003668,15.28920439408898,59,3.858931994055245,5.334674381428074e-19,7.281830530649322e-18
retrovesicular ganglion WBbt:0005656,15.959130584677103,60,3.759603299293009,9.541169435765914e-19,1.2403520266495689e-17
nerve ring WBbt:0006749,13.085891589488035,50,3.8209089276091253,3.2546373602864285e-16,4.038709087991795e-15
somatic gonad WBbt:0005785,7.622271324024886,35,4.591807154605263,2.784120860849232e-14,3.304630413094958e-13
Z4.a WBbt:0007025,9.215206932756649,38,4.123618739903069,7.917305525228691e-14,9.005935034947636e-13
Z1.p WBbt:0007023,9.230094181436383,38,4.116967741935484,8.330797965277883e-14,9.097231378083448e-13
male distal tip cell WBbt:0006864,9.259868678795856,38,4.103729903536978,9.220708694858186e-14,9.681744129601095e-13
Psub1 WBbt:0006874,3.468728942378512,22,6.342380844815903,1.3537367812491038e-12,1.3687783010407604e-11
BAG WBbt:0006825,7.14587936627333,30,4.198223684210526,1.5082986598857318e-11,1.4705911933885885e-10
lateral nerve cord WBbt:0006769,6.163320953410747,25,4.056254767353165,1.1747630347626721e-09,1.105897615483481e-08
spermatheca WBbt:0005319,8.187986773854858,29,3.5417741626794257,1.783236455056547e-09,1.6227451741014576e-08
vulD WBbt:0006766,1.0718819049409996,10,9.32938596491228,9.943033654067381e-09,8.756284476001274e-08
vulB2 WBbt:0006764,0.848573174744958,9,10.606038781163434,1.170956783817169e-08,9.989725061940223e-08
vulB1 WBbt:0006763,0.8634604234246941,9,10.423176043557168,1.396048237316947e-08,1.1549126326894744e-07
hyp6 WBbt:0004679,0.8634604234246941,9,10.423176043557168,1.396048237316947e-08,1.1549126326894744e-07
vulC WBbt:0006765,0.9378966668233746,9,9.59593984962406,3.197599206453465e-08,2.494127381033703e-07
dorsal nerve cord WBbt:0006750,8.902574710482192,28,3.1451575426861464,4.31901903376926e-08,3.275256100608355e-07
excretory duct cell WBbt:0004540,0.5657154498299719,7,12.373711911357342,7.717726598592315e-08,5.694430706528924e-07
amphid sensillum WBbt:0005391,20.231770955761366,46,2.273651678866039,1.3582438496211087e-07,9.757909761751648e-07
anal depressor muscle WBbt:0004292,6.907683387397553,23,3.329625680580762,1.942501460502414e-07,1.3597510223516899e-06
hermaphrodite distal tip cell WBbt:0006863,2.888126243868804,13,4.5011882799782965,1.5339941049312704e-06,1.046950976615592e-05
posterior gonad arm WBbt:0005466,3.036998730666165,13,4.280541795665635,2.7710585958853848e-06,1.8451195040895367e-05
Psub3 WBbt:0006875,0.9378966668233746,7,7.463508771929824,4.402791172841498e-06,2.8618142623469735e-05
vulE WBbt:0006767,0.9378966668233746,7,7.463508771929824,4.402791172841498e-06,2.8618142623469735e-05
vulF WBbt:0006768,0.9825584128625828,7,7.124258373205742,6.277993677051767e-06,3.895209713261664e-05
AVA WBbt:0005842,8.58994248820773,23,2.67754994070966,8.490523135612178e-06,5.1509173689380543e-05
EMS WBbt:0006876,1.027220158901791,7,6.814508009153319,8.78771652661906e-06,5.215318721232616e-05
hyp5 WBbt:0004685,0.7592496826665412,6,7.902538699690403,1.0379923544097373e-05,6.029189633060815e-05
vulA WBbt:0006762,0.8187986773854857,6,7.327808612440191,1.7279114695274855e-05,9.827496482937574e-05
uterine muscle WBbt:0005342,1.9651168257251657,9,4.579880382775119,3.106859555131597e-05,0.00017309646092876038
excretory gland cell WBbt:0005776,0.6550389419083885,5,7.633133971291866,4.669546782055953e-05,0.00025495725430025505
cephalic sensillum WBbt:0006920,0.6997006879475969,5,7.145912653975364,6.838815328470955e-05,0.000366077761700504
CAN WBbt:0006827,1.1314308996599438,6,5.303019390581718,0.00014210318993776805,0.0007460417471732823
hyp4 WBbt:0004687,0.8039114287057496,5,6.219590643274854,0.00015059648610648993,0.0007757139756051274
hyp2 WBbt:0004692,0.5508282011502358,4,7.261792318634424,0.00021247610277373726,0.0010741847418005606
ray 1 WBbt:0006942,0.5806026985097081,4,6.889392712550606,0.0002738452794867421,0.0013592683872705564
AB WBbt:0004015,1.697146349489916,7,4.124570637119113,0.00032187626690794217,0.001569146801176218
ray 5 WBbt:0006950,0.6103771958691803,4,6.553324775353016,0.0003477975495582272,0.0016657672110420357
ray 7 WBbt:0006952,0.6252644445489164,4,6.397293233082706,0.0003899878940729847,0.0018356326738262901
C WBbt:0003810,0.6401516932286525,4,6.248518971848225,0.00043592831279625605,0.0020170920236165747
hyp3 WBbt:0004690,0.6699261905881246,4,5.97080701754386,0.0005399083231061207,0.002456582870132849
ALM WBbt:0005406,4.079106138247693,11,2.6966692278140605,0.0009385130467644159,0.004200230520765337
AWB WBbt:0005671,12.669048626455425,24,1.894380604861154,0.001201437972671574,0.0052902026861183825
P4 WBbt:0006773,0.5061664551110275,3,5.9269040247678015,0.0015868187572581028,0.006876214614785112
Epr WBbt:0006547,0.5359409524704998,3,5.597631578947368,0.001968719920019228,0.00839782090883202
Epl WBbt:0006000,0.5359409524704998,3,5.597631578947368,0.001968719920019228,0.00839782090883202
thermosensory neuron WBbt:0005838,12.460627144939119,23,1.8458139973589889,0.002038143048642219,0.008430500792110997
hmc WBbt:0004697,0.9081221694639023,4,4.4046937014667815,0.002162743949562211,0.00881237460045498
CEP WBbt:0005244,0.5508282011502358,3,5.4463442389758185,0.0021815979585134686,0.00881237460045498
Ep WBbt:0006612,0.5657154498299719,3,5.303019390581718,0.002409823081283103,0.009534517408554885
hyp1 WBbt:0004694,0.5657154498299719,3,5.303019390581718,0.002409823081283103,0.009534517408554885
ray 6 WBbt:0006951,0.5657154498299719,3,5.303019390581718,0.002409823081283103,0.009534517408554885
ray 3 WBbt:0006948,0.5806026985097081,3,5.1670445344129545,0.002653934830370197,0.010062836231820329
ray 4 WBbt:0006949,0.5806026985097081,3,5.1670445344129545,0.002653934830370197,0.010062836231820329
ray 8 WBbt:0006953,0.5954899471894441,3,5.037868421052631,0.002914466405695093,0.01075201795614541
amphid sheath cell WBbt:0006754,0.6103771958691803,3,4.9149935815147625,0.00319194412041587,0.011618676598313766
ray 2 WBbt:0006945,0.6103771958691803,3,4.9149935815147625,0.00319194412041587,0.011618676598313766
pharyngeal-intestinal valve WBbt:0005767,2.4266215347969853,7,2.884669034549564,0.0032263605888831906,0.011618676598313766
ray 9 WBbt:0006954,0.6103771958691803,3,4.9149935815147625,0.00319194412041587,0.011618676598313766
uterine seam cell WBbt:0006789,0.6252644445489164,3,4.79796992481203,0.0034868868801920267,0.012031584158822639
rectal valve cell WBbt:0005797,0.6252644445489164,3,4.79796992481203,0.0034868868801920267,0.012031584158822639
PLM WBbt:0005490,4.168429630326109,10,2.398984962406015,0.0034816672107948294,0.012031584158822639
SMD WBbt:0005353,0.6401516932286525,3,4.686389228886169,0.0037998057082555725,0.012650572662850868
Psub2 WBbt:0006873,0.6699261905881246,3,4.478105263157895,0.004481573522083036,0.014740597247333358
PDE WBbt:0006747,0.6699261905881246,3,4.478105263157895,0.004481573522083036,0.014740597247333358
