wbid,body posture variant(WBPhenotype:0000001),drug hypersensitive(WBPhenotype:0000010),drug resistant(WBPhenotype:0000011),organism metabolism processing variant(WBPhenotype:0000027),growth variant(WBPhenotype:0000030),slow growth(WBPhenotype:0000031),sick(WBPhenotype:0000032),developmental timing variant(WBPhenotype:0000033),exploded through vulva(WBPhenotype:0000038),life span variant(WBPhenotype:0000039),general pace of development variant(WBPhenotype:0000043),postembryonic development variant(WBPhenotype:0000049),embryonic lethal(WBPhenotype:0000050),larval lethal(WBPhenotype:0000054),early larval arrest(WBPhenotype:0000055),early larval lethal(WBPhenotype:0000057),larval arrest(WBPhenotype:0000059),extended life span(WBPhenotype:0000061),lethal(WBPhenotype:0000062),organism stress response variant(WBPhenotype:0000067),body morphology variant(WBPhenotype:0000072),protein expression variant(WBPhenotype:0000112),RNA expression variant(WBPhenotype:0000113),fertility variant(WBPhenotype:0000145),reduced brood size(WBPhenotype:0000154),dauer arrest variant(WBPhenotype:0000159),thin(WBPhenotype:0000164),oogenesis variant(WBPhenotype:0000186),cell fate specification variant(WBPhenotype:0000216),small(WBPhenotype:0000229),body size variant(WBPhenotype:0000231),accumulated cell corpses(WBPhenotype:0000241),meiotic progression during oogenesis variant(WBPhenotype:0000313),somatic gonad development variant(WBPhenotype:0000399),avoids bacterial lawn(WBPhenotype:0000402),retarded heterochronic variations(WBPhenotype:0000438),nuclear positioning variant(WBPhenotype:0000511),development variant(WBPhenotype:0000518),physiology variant(WBPhenotype:0000519),morphology variant(WBPhenotype:0000520),pigmentation variant(WBPhenotype:0000521),chemical response variant(WBPhenotype:0000523),organism behavior variant(WBPhenotype:0000525),organism pigmentation variant(WBPhenotype:0000527),cell development variant(WBPhenotype:0000529),organ system development variant(WBPhenotype:0000530),organism development variant(WBPhenotype:0000531),cell morphology variant(WBPhenotype:0000533),organ system morphology variant(WBPhenotype:0000534),organism morphology variant(WBPhenotype:0000535),cell physiology variant(WBPhenotype:0000536),organ system physiology variant(WBPhenotype:0000575),organism physiology variant(WBPhenotype:0000576),organism homeostasis metabolism variant(WBPhenotype:0000577),organism segment morphology variant(WBPhenotype:0000582),dumpy(WBPhenotype:0000583),cell homeostasis metabolism variant(WBPhenotype:0000585),cell corpse number variant(WBPhenotype:0000590),cell migration variant(WBPhenotype:0000594),nervous system morphology variant(WBPhenotype:0000604),reproductive system morphology variant(WBPhenotype:0000605),reproductive system physiology variant(WBPhenotype:0000613),epithelial system development variant(WBPhenotype:0000619),reproductive system development variant(WBPhenotype:0000624),drug response variant(WBPhenotype:0000631),egg laying variant(WBPhenotype:0000640),activity level variant(WBPhenotype:0000641),locomotion variant(WBPhenotype:0000643),feeding behavior variant(WBPhenotype:0000659),foraging behavior variant(WBPhenotype:0000662),transgene subcellular localization variant(WBPhenotype:0000679),sterile(WBPhenotype:0000688),maternal sterile(WBPhenotype:0000689),gonad development variant(WBPhenotype:0000691),hermaphrodite sterile(WBPhenotype:0000694),vulva morphology variant(WBPhenotype:0000695),protruding vulva(WBPhenotype:0000697),vulva development variant(WBPhenotype:0000699),gene expression variant(WBPhenotype:0000717),lipid metabolism variant(WBPhenotype:0000725),cell death variant(WBPhenotype:0000729),apoptosis variant(WBPhenotype:0000730),organism environmental stimulus response variant(WBPhenotype:0000738),cell division variant(WBPhenotype:0000746),embryonic development variant(WBPhenotype:0000749),larval development variant(WBPhenotype:0000750),embryonic cell organization biogenesis variant(WBPhenotype:0000764),chromosome segregation variant(WBPhenotype:0000773),meiosis variant(WBPhenotype:0000775),hermaphrodite fertility variant(WBPhenotype:0000806),germ cell development variant(WBPhenotype:0000812),neuron development variant(WBPhenotype:0000816),embryonic arrest(WBPhenotype:0000867),germ cell differentiation variant(WBPhenotype:0000894),germ cell morphology variant(WBPhenotype:0000900),pattern of transgene expression variant(WBPhenotype:0000961),backward locomotion variant(WBPhenotype:0001005),developmental growth variant(WBPhenotype:0001015),larval growth variant(WBPhenotype:0001016),nuclear appearance variant(WBPhenotype:0001028),sterile progeny(WBPhenotype:0001037),early embryonic lethal(WBPhenotype:0001100),shortened life span(WBPhenotype:0001171),programmed cell death variant(WBPhenotype:0001172),fat content variant(WBPhenotype:0001182),fat content reduced(WBPhenotype:0001183),movement variant(WBPhenotype:0001206),locomotion reduced(WBPhenotype:0001213),transgene expression increased(WBPhenotype:0001236),oocyte morphology variant(WBPhenotype:0001260),head movement variant(WBPhenotype:0001265),transgene expression reduced(WBPhenotype:0001278),germ cell cytoplasmic morphology variant(WBPhenotype:0001300),hermaphrodite reproductive system morphology variant(WBPhenotype:0001335),organelle organization biogenesis variant(WBPhenotype:0001344),gonad morphology variant(WBPhenotype:0001355),protein interaction variant(WBPhenotype:0001369),protein protein interaction variant(WBPhenotype:0001370),protein aggregation variant(WBPhenotype:0001405),endocytic transport variant(WBPhenotype:0001421),endocytic transport defect(WBPhenotype:0001422),oocyte physiology variant(WBPhenotype:0001424),receptor mediated endocytosis defective(WBPhenotype:0001425),dauer lifespan variant(WBPhenotype:0001540),dauer metabolism variant(WBPhenotype:0001547),localized movement variant(WBPhenotype:0001699),directionality variant(WBPhenotype:0001702),body bend variant(WBPhenotype:0001703),body length variant(WBPhenotype:0001726),body width variant(WBPhenotype:0001727),meiotic progression prophase variant(WBPhenotype:0001824),rachis morphology variant(WBPhenotype:0001940),oocyte number decreased(WBPhenotype:0001944),diplotene progression during oogenesis variant(WBPhenotype:0001947),germ cell compartment morphology variant(WBPhenotype:0001969),germ cell compartment expansion variant(WBPhenotype:0001980),cell membrane organization biogenesis variant(WBPhenotype:0001982),meiotic chromosome organization variant(WBPhenotype:0002012),cell component morphology variant(WBPhenotype:0002089),endosome morphology variant(WBPhenotype:0002090),recycling endosome morphology variant(WBPhenotype:0002093),RAB-11 recycling endosome morphology variant(WBPhenotype:0002094),lysosome-related organelle morphology variant(WBPhenotype:0002095),cell type morphology variant(WBPhenotype:0002108),cell number variant(WBPhenotype:0002173),dauer lifespan extended(WBPhenotype:0002277),reversal variant(WBPhenotype:0002320),locomotor coordination variant(WBPhenotype:0004017),amplitude of sinusoidal movement variant(WBPhenotype:0004022),cell organization biogenesis variant(WBPhenotype:0010002)
WBGene00000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000011,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00000024,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00000028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
