wbid,intestine,head,pharynx,hypodermis,tail,vulvalmuscle,tailneurons,bodywallmusculature,vulva,ventralnervecord,nervoussystem,spermatheca,headneurons,germline
WBGene00001093,1,0,0,0,0,1,0,1,0,1,0,0,0,0
WBGene00001096,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001101,0,0,0,0,1,1,0,0,1,0,1,0,0,0
WBGene00001102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001104,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001115,0,0,0,0,0,1,1,1,0,0,0,0,0,0
WBGene00001116,0,0,0,0,0,0,0,1,0,0,0,0,1,0
WBGene00001117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001118,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001119,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001121,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001122,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001127,1,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001129,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001130,1,0,1,1,0,0,0,0,0,1,0,1,0,0
WBGene00001131,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00001132,0,0,1,1,0,0,0,1,0,0,0,0,0,0
WBGene00001133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001135,1,0,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00001136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001137,1,0,1,1,0,1,0,1,0,0,0,0,0,0
WBGene00001145,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WBGene00001148,0,0,0,1,0,0,0,0,0,1,0,0,0,0
WBGene00001152,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001159,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00001161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001162,1,0,0,0,0,0,0,0,0,1,0,1,0,0
WBGene00001163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001165,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00001167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001168,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001171,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00001172,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001173,1,0,0,1,0,1,0,1,0,0,0,1,1,0
WBGene00001174,1,0,0,0,0,1,0,1,0,0,1,0,0,0
WBGene00001175,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WBGene00001177,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001179,0,0,0,0,0,0,0,1,0,0,1,0,0,0
WBGene00001182,0,1,0,0,1,1,0,1,0,0,1,0,0,0
WBGene00001184,0,0,0,1,0,1,0,0,0,0,0,0,1,0
WBGene00001185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001186,0,0,0,0,1,0,0,0,1,0,1,0,0,0
WBGene00001187,0,1,0,0,1,0,0,1,0,0,0,0,0,0
WBGene00001188,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001189,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001193,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00001194,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00001196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001202,0,0,0,0,0,1,0,0,0,0,0,1,0,0
WBGene00001204,0,0,0,0,0,0,0,1,0,1,0,0,1,0
WBGene00001207,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001208,1,0,1,1,0,0,1,1,0,0,0,1,1,0
WBGene00001209,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001210,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001211,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00001214,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001224,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00001228,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001230,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001240,1,0,0,0,1,0,0,0,0,1,0,0,0,0
WBGene00001241,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001243,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001244,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00001248,1,0,0,0,0,1,0,1,0,0,0,1,0,0
WBGene00001249,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00001250,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001251,1,0,0,1,0,0,1,0,0,0,0,0,1,0
WBGene00001252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001253,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001259,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001263,1,0,1,0,1,1,0,1,0,0,0,1,0,0
WBGene00001281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001303,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001311,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001320,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001324,0,0,1,0,0,0,1,0,0,0,0,0,1,0
WBGene00001325,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00001328,1,0,0,0,0,0,0,1,1,0,0,0,0,0
WBGene00001329,1,1,1,1,0,0,0,1,1,0,0,0,0,0
WBGene00001330,1,0,1,1,0,0,0,0,0,0,1,0,0,0
WBGene00001331,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001332,0,0,0,0,0,0,0,0,0,0,1,1,0,0
WBGene00001333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001340,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00001345,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001358,0,0,0,1,0,0,0,0,0,0,1,1,0,0
WBGene00001365,1,0,0,1,0,0,0,0,0,0,1,0,0,0
WBGene00001366,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00001368,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00001371,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001377,1,0,1,0,0,0,0,1,0,0,0,0,0,0
WBGene00001386,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00001387,1,0,0,1,0,0,0,0,1,0,0,0,0,0
WBGene00001391,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001393,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001395,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00001396,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001397,1,0,1,0,1,0,0,0,0,0,0,0,0,0
WBGene00001398,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001399,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001400,0,0,0,0,0,0,0,0,1,0,0,0,1,0
WBGene00001401,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001403,1,0,0,0,0,0,0,1,0,0,0,1,0,0
WBGene00001405,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001413,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001428,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001430,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001431,1,0,1,1,0,0,0,1,0,1,0,0,0,0
WBGene00001434,1,0,0,0,0,0,1,0,0,1,0,0,1,0
WBGene00001438,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00001439,1,1,1,1,0,0,0,1,0,0,1,0,0,0
WBGene00001440,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001441,1,1,1,1,1,0,0,0,1,0,1,0,0,0
WBGene00001442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001443,0,0,0,0,0,1,0,1,0,0,0,1,0,1
WBGene00001444,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001456,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001461,0,1,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00001462,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001464,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001468,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001470,0,0,0,1,0,0,1,0,0,0,0,0,1,0
WBGene00001475,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001476,1,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001477,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001478,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001479,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001480,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001481,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001482,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001483,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001484,1,0,1,0,0,1,0,1,0,0,0,0,0,0
WBGene00001485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001486,1,0,0,0,0,0,0,1,0,0,0,1,0,0
WBGene00001487,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WBGene00001488,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00001491,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001500,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001501,1,0,1,1,0,0,0,1,0,0,0,0,0,0
WBGene00001502,1,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001509,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001512,0,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001513,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001514,0,0,1,0,0,0,0,0,0,0,1,0,0,1
WBGene00001516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001519,0,0,0,0,0,0,1,1,0,1,0,0,0,0
WBGene00001520,0,0,0,0,1,1,0,1,0,0,1,0,0,0
WBGene00001528,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001539,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001540,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001542,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001544,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001555,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00001560,1,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001562,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00001565,0,0,0,0,0,1,0,0,0,1,0,0,1,1
WBGene00001568,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00001569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001577,1,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00001581,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001583,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001587,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001591,1,0,0,0,0,0,0,1,0,0,0,0,1,0
WBGene00001592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001595,0,0,0,0,0,0,1,0,0,1,0,0,1,1
WBGene00001596,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001597,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001598,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001603,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001607,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001609,0,0,0,0,0,0,0,0,0,0,1,0,0,1
WBGene00001612,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00001613,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001620,0,0,0,1,0,0,0,1,0,0,0,0,0,0
WBGene00001621,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00001622,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00001623,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00001624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001627,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WBGene00001636,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001637,1,0,0,1,0,0,0,1,0,0,0,0,0,0
WBGene00001638,1,0,0,1,0,0,0,0,1,1,0,0,0,0
WBGene00001640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001643,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00001648,0,0,1,0,1,0,0,0,0,0,1,1,0,0
WBGene00001649,1,0,1,1,1,0,0,1,0,0,0,0,1,0
WBGene00001650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001651,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001653,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001663,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001664,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001669,0,1,0,0,1,0,0,0,0,0,1,0,0,0
WBGene00001670,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001671,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00001672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001676,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00001677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001678,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00001679,1,0,1,0,0,0,0,1,0,0,1,0,0,1
WBGene00001680,0,0,0,0,0,1,0,1,0,0,1,0,0,0
WBGene00001682,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001683,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001684,1,1,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001686,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001687,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00001691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001701,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001702,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001703,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001705,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001709,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00001710,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001713,0,1,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001714,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001716,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001719,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001724,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001726,0,1,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001728,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001730,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001736,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001745,1,0,0,0,0,1,1,1,0,1,0,0,1,0
WBGene00001748,1,0,0,0,0,0,0,1,0,0,1,0,0,0
WBGene00001749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001750,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001752,1,0,1,0,0,0,0,1,0,0,0,0,0,0
WBGene00001753,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00001755,1,1,0,1,0,0,0,0,0,0,0,0,0,1
WBGene00001758,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001772,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001778,0,1,0,0,1,0,0,0,1,0,0,0,0,0
WBGene00001781,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001785,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001786,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001790,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001795,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001796,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WBGene00001812,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001813,1,0,0,0,0,0,0,0,0,0,0,1,0,0
WBGene00001814,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001815,1,0,0,0,0,0,1,0,0,0,0,0,1,0
WBGene00001816,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001817,1,0,1,0,1,0,0,0,0,0,0,0,0,0
WBGene00001819,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001824,0,0,0,1,0,1,0,1,0,0,1,0,0,0
WBGene00001827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001834,0,0,0,1,1,0,0,0,1,0,1,0,0,1
WBGene00001837,0,0,0,0,0,0,0,1,0,1,0,0,0,0
WBGene00001841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001843,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001844,1,0,1,0,0,0,0,0,0,0,1,0,0,0
WBGene00001851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001852,0,0,0,0,0,1,0,1,0,0,0,0,0,0
WBGene00001860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001863,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00001864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001874,0,1,0,0,1,0,0,0,0,0,0,0,0,1
WBGene00001883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001898,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WBGene00001922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001948,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00001949,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00001950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001954,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00001956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001961,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001966,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001968,1,0,0,0,0,1,0,0,0,0,0,1,0,0
WBGene00001971,0,0,1,0,0,0,0,0,1,1,0,0,0,0
WBGene00001972,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001974,1,0,1,0,0,0,1,0,0,1,0,0,1,0
WBGene00001975,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WBGene00001976,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001978,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001980,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001983,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00001984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001989,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00001993,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00001994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002004,1,0,0,1,0,0,0,1,0,0,1,0,0,0
WBGene00002005,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00002007,1,0,0,1,1,0,0,0,0,0,0,0,0,0
WBGene00002008,1,0,0,1,0,0,0,0,0,0,0,1,0,0
WBGene00002013,1,0,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00002016,1,0,1,0,0,0,0,0,1,0,0,1,0,0
WBGene00002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002023,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00002024,0,0,0,0,0,0,0,1,1,0,0,1,0,0
WBGene00002027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002029,0,0,1,1,0,0,0,0,0,1,0,0,0,0
WBGene00002030,0,0,1,0,0,1,0,1,0,0,0,0,1,0
WBGene00002034,0,0,0,0,0,0,0,0,0,0,1,0,0,1
WBGene00002038,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WBGene00002042,0,0,0,0,0,0,0,0,0,0,0,0,0,1
