,index,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
12129,617,618,M18.1a,7.02e-10,2.4e-08,-7.077415028,1.147898015,4.1523898919999995,11.64283002,1.0469228259999999,0.929581952,0.090964194,0.929581952,WBGene00000703,col-129
6000,368,369,F15E11.15a,6.74e-13,3.86e-11,-6.80418786,0.9470500279999999,2.954775541,10.51072308,0.302095728,1.043259905,0.21970721,1.043259905,WBGene00017501,pud-3
2688,126,127,C27H6.4c.5,3.53e-21,5.88e-19,-6.190782812,0.65541419,2.566397563,11.772689100000001,0.34525395799999997,-0.17559329699999998,0.299097683,0.299097683,WBGene00007786,rmd-2
12145,769,770,M199.5b,7.38e-09,2.03e-07,-6.139308689,1.061790732,2.379846861,8.095149784,1.343685662,-0.368484026,0.347413676,0.347413676,WBGene00000708,col-135
1096,1497,1498,C05D12.3c.1,3.34e-06,4.71e-05,-6.038288366000001,1.298913926,2.564761094,8.539049177999999,2.231276608,-0.215896237,0.299489474,0.299489474,WBGene00014666,C05D12.3
11470,3490,3491,K09E9.1.3,0.001685036,0.010207581,-6.038209274,1.922524392,2.796777819,9.185016102,2.950866093,2.593283961,0.24895445,2.593283961,WBGene00010724,K09E9.1
7767,80,81,F37B4.7,4.35e-27,1.13e-24,-5.858163537,0.543501474,5.573100761,7.956158713,0.029158876,0.413931902,0.036148066,0.413931902,WBGene00018138,folt-2
5659,56,57,F11G11.11,5.29e-32,1.9600000000000002e-29,-5.360892338999999,0.45530072299999996,7.673001778,9.275932531,0.003704877,0.307243246,0.009112356,0.307243246,WBGene00000609,col-20
12941,2474,2475,R12C12.1a.1,0.00018796400000000002,0.001605708,-5.330476913,1.4272966809999998,4.882606603,6.794978327000001,1.257063221,1.7987005,0.056180574000000004,1.7987005,WBGene00020022,R12C12.1
1855,2029,2030,C14C10.2b,4.51e-05,0.000469494,-5.2796324310000005,1.294095936,2.618354191,5.503946288,2.225092993,-0.749103408,0.286933444,0.286933444,WBGene00007585,C14C10.2
2055,665,666,C17C3.12a.2,1.62e-09,5.1500000000000005e-08,-5.24306122,0.869253602,2.743706457,5.222283545,0.873734399,-0.611137396,0.25966833899999997,0.25966833899999997,WBGene00015894,acdh-2
2320,1114,1115,C23H5.8b.2,3e-07,5.69e-06,-5.082993002,0.9921434029999999,1.756619295,6.7076105010000004,0.9005085190000001,-0.7048209059999999,0.57601428,0.57601428,WBGene00016027,C23H5.8
8347,3228,3229,F43H9.2a,0.001078212,0.007059966,-5.069639424,1.550689409,3.4835329460000004,7.293223987999999,0.281549534,3.325406932,0.145748219,3.325406932,WBGene00018398,sptl-2
172,1458,1459,B0218.6a,2.98e-06,4.3200000000000007e-05,-5.027870192,1.076110761,3.612676127,5.615277655,0.704541871,1.032479685,0.132588024,1.032479685,WBGene00015050,clec-51
17135,2158,2159,Y38F1A.6.4,7.099999999999999e-05,0.000695318,-5.009229882,1.26084857,5.091964182,8.636327124,1.518611943,0.865996733,0.049448965,0.865996733,WBGene00012608,Y38F1A.6
1585,85,86,C09G5.5,8.17e-26,2.0100000000000003e-23,-4.933847516,0.46965357799999996,7.888873127999999,6.540607414,0.002572003,0.328289722,0.008367966999999999,0.328289722,WBGene00000656,col-80
3246,869,870,C35C5.10a.2,2.4e-08,5.839999999999999e-07,-4.93127015,0.8837214809999999,1.870876397,5.472936182000001,0.646556015,0.321800578,0.524889469,0.524889469,WBGene00007959,C35C5.10
9410,3104,3105,F54E12.2.2,0.000849499,0.005784526,-4.895409955,1.4673867390000002,1.620018159,5.963655928,2.521096018,0.708739745,0.643676083,0.708739745,WBGene00010061,F54E12.2
15371,1110,1111,T28D6.5e.2,2.87e-07,5.46e-06,-4.848388236,0.9447895040000001,2.184389893,6.782089771,0.93206924,0.255364911,0.40687157,0.40687157,WBGene00012125,T28D6.5
5173,1305,1306,F07B10.1a,1.21e-06,1.95e-05,-4.835730746,0.996086294,2.621589449,5.120575699,0.343566319,1.1447155390000001,0.286193329,1.1447155390000001,WBGene00000539,cln-3.1
12325,1093,1094,R03G5.5a,2.41e-07,4.66e-06,-4.784766701000001,0.92649153,3.327040677,4.581259146,0.190496005,1.097083827,0.164100405,1.097083827,WBGene00019846,gpx-7
537,3516,3517,B0496.3g,0.00173043,0.010399794,-4.763840201,1.5205474319999999,1.625718559,6.181266526,2.827395385,0.34290938299999996,0.640701353,0.640701353,WBGene00006814,unc-82
4997,778,779,F01D4.1a,8.29e-09,2.25e-07,-4.605365603,0.79919285,2.927871697,3.996539996,0.7336418090000001,-0.097613188,0.22442200699999998,0.22442200699999998,WBGene00008485,ugt-43
12724,2725,2726,R09H10.5.1,0.000363783,0.002821522,-4.604694071,1.291620241,5.888673749,5.2779846280000005,0.917410893,1.5850133780000002,0.028669434,1.5850133780000002,WBGene00011182,R09H10.5
14333,2181,2182,T14B4.4a.2,7.74e-05,0.000749688,-4.581304313,1.15911783,1.690257071,6.430140928999999,1.40737567,-1.11266449,0.607955547,0.607955547,WBGene00006636,tsp-10
11662,2867,2868,K11E8.1d.3,0.000496509,0.003659003,-4.531632916,1.301208858,2.351821073,5.187128125,2.184366475,0.100173686,0.35535026299999994,0.35535026299999994,WBGene00006779,unc-43
5224,1743,1744,F07H5.9a,1.3500000000000001e-05,0.000164,-4.528430045,1.040749115,3.003343933,7.366331408,0.435629456,1.1891086240000002,0.21145544100000002,1.1891086240000002,WBGene00008560,pho-13
13614,39,40,T05E12.6a,3.08e-36,1.6299999999999998e-33,-4.494557073,0.35755681799999994,5.337706159,4.7072537919999995,0.02560145,0.166168867,0.042395583,0.166168867,WBGene00011487,T05E12.6
5489,3368,3369,F10C1.2a.2,0.00138362,0.008683251999999999,-4.441546078,1.388831006,4.353048497,6.23439011,0.666578896,2.226698447,0.079134677,2.226698447,WBGene00002053,ifb-1
6932,4436,4437,F26H11.2h,0.006136703,0.029242353,-4.391031479,1.6023403999999999,3.576462269,10.301401,0.9609534009999999,2.8902887369999997,0.136117726,2.8902887369999997,WBGene00009180,nurf-1
2056,3016,3017,C17C3.12b,0.000690466,0.004838754000000001,-4.278506558,1.2608551190000001,1.4921379,5.389089967,1.670531744,-1.430094847,0.7141017040000001,0.7141017040000001,WBGene00015894,acdh-2
20672,3634,3635,ZK484.2a.1,0.002107093,0.012255918999999999,-4.275967425,1.390690929,1.877792661,4.784081916,1.348226581,1.552805309,0.521944709,1.552805309,WBGene00001819,haf-9
12644,4947,4948,R08D7.4b.2,0.01013887,0.043323792,-4.255989397,1.655346318,2.362324635,8.023159636,2.9662471989999997,1.1440099479999999,0.352353762,1.1440099479999999,WBGene00011144,R08D7.4
5239,1342,1343,F08A8.4.2,1.5e-06,2.36e-05,-4.25510911,0.8844063329999999,3.9296092160000002,3.9702550469999998,1.067214272,-0.029038424,0.10604757,0.10604757,WBGene00008567,F08A8.4
2058,1445,1446,C17C3.12c.2,2.66e-06,3.9e-05,-4.145057422,0.882845731,2.065043276,4.053610589,0.461910791,0.707214087,0.44824252600000003,0.707214087,WBGene00015894,acdh-2
10442,5669,5670,H17B01.4b,0.018513643,0.069035972,-4.129258142,1.753265105,3.462316342,6.8190967339999995,1.351758561,3.25914923,0.14807099099999999,3.25914923,WBGene00019209,emc-1
7273,5382,5383,F31F7.1b.1,0.01497564,0.058809427000000004,-4.128757721,1.697004795,3.056044071,5.610357556,0.408828365,3.9109095480000002,0.202865934,3.9109095480000002,WBGene00017964,F31F7.1
15978,419,420,W07G1.3.1,5.93e-12,2.98e-10,-4.10855211,0.59704942,4.792851082,3.2925223189999997,0.475337919,-0.275714739,0.059364096,0.059364096,WBGene00012330,zip-3
2321,2977,2978,C23H5.8c,0.000646723,0.0045915570000000005,-4.09505922,1.200466721,2.869850155,5.335120011,0.863474843,1.29820568,0.23495295300000002,1.29820568,WBGene00016027,C23H5.8
3888,2641,2642,C47A10.5a,0.000291437,0.002332246,-4.053115017,1.11878141,3.2372996019999998,4.807291936,0.12218770400000001,1.755320061,0.175991825,1.755320061,WBGene00008127,ddo-1
14125,2025,2026,T10H9.5c,4.4e-05,0.00045884800000000004,-4.041007608999999,0.989092483,1.849146016,5.9728626270000005,0.257794429,1.209661482,0.534250501,1.209661482,WBGene00004062,pmp-5
5617,3860,3861,F11C1.5c.2,0.002968161,0.016253773,-4.029439889,1.356249689,1.993455491,4.225444491,2.284030254,-0.281824185,0.475089575,0.475089575,WBGene00008694,F11C1.5
463,3609,3610,B0432.13.2,0.001986821,0.011636386,-4.023433755,1.3011577090000002,4.1467596769999995,5.429920491,1.18904439,1.350472686,0.09131759099999999,1.350472686,WBGene00015194,B0432.13
12915,921,922,R11G11.14,4.51e-08,1.03e-06,-4.003783645,0.731985999,3.123494785,4.0011355019999995,0.169505656,0.634199599,0.19239896,0.634199599,WBGene00020016,lipl-3
10991,3697,3698,K05B2.5a.2,0.0023489920000000003,0.013430158999999999,-3.996954652,1.313860913,5.263094796,4.637509249,1.5367248519999999,1.052620895,0.044466199000000005,1.052620895,WBGene00003986,mct-4
11661,3181,3182,K11E8.1d.1,0.000995978,0.00661592,-3.986744877,1.211165286,2.086092296,4.466235193999999,1.759736311,0.437133053,0.44064571399999997,0.44064571399999997,WBGene00006779,unc-43
4804,3510,3511,D2096.3.2,0.001712561,0.010309988,-3.936575542,1.255276583,3.7129776960000003,4.540351013,2.24018051,-0.859813064,0.123398441,0.123398441,WBGene00017071,aagr-1
13395,970,971,T03F1.10,7.18e-08,1.56e-06,-3.9275091719999997,0.7291156990000001,3.6796540230000003,3.315473227,0.030089025,0.7673255290000001,0.126360503,0.7673255290000001,WBGene00020191,clec-53
17263,702,703,Y39B6A.21,3.08e-09,9.25e-08,-3.9231768739999997,0.661863028,2.029391448,2.658579995,0.19567922100000001,0.072365384,0.46141478,0.46141478,WBGene00012680,Y39B6A.21
8115,1829,1830,F41F3.4,1.9399999999999997e-05,0.000224272,-3.915467591,0.9166377459999999,5.769419245,4.872713411,0.012511534,1.247825601,0.031344185,1.247825601,WBGene00000712,col-139
11171,4535,4536,K07E3.4a,0.0068116140000000006,0.031749992000000005,-3.8915269639999996,1.438154788,4.840729002,4.614216019,2.723690693,0.37874309799999994,0.057639837,0.37874309799999994,WBGene00019492,K07E3.4
5495,1723,1724,F10C1.9a,1.18e-05,0.000144587,-3.870067966,0.88328625,3.624496857,3.16494382,0.21889909300000002,0.9513928070000001,0.13146122400000002,0.9513928070000001,WBGene00044296,F10C1.9
17727,3300,3301,Y45G5AM.1b.1,0.001221687,0.00782494,-3.851832861,1.191128427,3.588813641,5.477746756,1.572124637,0.556055756,0.13490048,0.556055756,WBGene00003704,nhr-114
12124,2865,2866,M176.6a,0.000496102,0.003658556,-3.8334602999999996,1.100666886,2.32577942,4.383774303,0.558160459,1.25904093,0.362895175,1.25904093,WBGene00002199,kin-15
17725,3011,3012,Y45G5AM.1a.1,0.000683991,0.004801338,-3.832013745,1.128418022,3.250760868,5.493794437000001,1.264324129,0.64566672,0.174149467,0.64566672,WBGene00003704,nhr-114
371,4304,4305,B0348.6b.2,0.005230533,0.02568854,-3.8319669860000003,1.372243974,3.488168439,7.707067525,0.83238978,1.9921905080000002,0.145247124,1.9921905080000002,WBGene00002061,ife-3
14458,5734,5735,T17H7.4k.1,0.019587596000000002,0.07221282400000001,-3.8288064310000003,1.64033926,1.568629492,5.848136857999999,1.3488566709999998,2.6872126589999996,0.671115274,2.6872126589999996,WBGene00003936,pat-12
3306,5964,5965,C36B1.12a.2,0.023090443999999998,0.081852972,-3.7645858839999997,1.6569955109999999,4.092777077,7.777172642999999,1.663184676,2.45526651,0.09477337,2.45526651,WBGene00007979,imp-1
18406,2170,2171,Y53F4B.29.1,7.290000000000001e-05,0.0007098489999999999,-3.74390555,0.9438446640000001,3.70452148,3.2380547060000002,1.2121222409999999,-0.023387977,0.124141885,0.124141885,WBGene00001774,gst-26
14391,311,312,T15B7.4,4.32e-14,2.9300000000000002e-12,-3.7418302960000003,0.495542445,5.967150908,4.585970903,0.01074746,0.357596012,0.027021881,0.357596012,WBGene00000715,col-142
13593,3342,3343,T05C3.6b,0.001318531,0.008338075,-3.738267649,1.163874824,1.177092357,2.972357099,1.110640454,-0.575216008,0.9212664559999999,0.9212664559999999,WBGene00020256,T05C3.6
5619,2205,2206,F11C1.5e.3,8.58e-05,0.000822612,-3.726639582,0.9488549479999999,2.643809861,4.289685647,1.0693248309999999,-0.022210639,0.28116373699999997,0.28116373699999997,WBGene00008694,F11C1.5
369,5318,5319,B0348.6a.2,0.014232322,0.056573412000000003,-3.723196493,1.518837835,3.739847178,8.371844298,0.9566179309999999,2.5036846219999997,0.121072173,2.5036846219999997,WBGene00002061,ife-3
15697,403,404,W03D8.8,3.97e-12,2.0799999999999998e-10,-3.720473104,0.5362286860000001,3.2361556830000002,3.350822412,0.12997906,0.301332745,0.17614931399999997,0.301332745,WBGene00020989,W03D8.8
13615,1301,1302,T05E12.7a,1.17e-06,1.9e-05,-3.716608636,0.764637735,1.6542548190000002,3.96202182,0.250993546,0.360703903,0.626012751,0.626012751,WBGene00005444,srh-237
8398,3705,3706,F44D12.9a.2,0.002377072,0.013561368999999998,-3.7162867810000004,1.223039767,1.147129317,3.89453654,1.055930179,1.18780923,0.943758135,1.18780923,WBGene00009686,ent-4
5356,2079,2080,F08G5.5a,5.479999999999999e-05,0.000557314,-3.685846575,0.913687466,1.73628734,3.896446609,0.666618124,0.501658367,0.585619053,0.585619053,WBGene00008583,ugt-65
13616,2505,2506,T05E12.7b,0.00020601599999999997,0.001738146,-3.684120652,0.9926169429999999,1.136840655,3.1441968719999998,0.526330023,-0.347171154,0.95160257,0.95160257,WBGene00005444,srh-237
11258,2542,2543,K08C7.5,0.000229687,0.0019096629999999998,-3.67998257,0.998935008,5.463955085,3.2241893189999997,0.011420461000000002,1.485386264,0.038993844,1.485386264,WBGene00001477,fmo-2
9857,2642,2643,F57B1.9a,0.000291545,0.002332246,-3.67910139,1.015569048,1.9072677219999998,2.734453272,1.0374909079999999,-0.769925917,0.509579828,0.509579828,WBGene00045488,F57B1.9
12732,4692,4693,R102.4c.1,0.007903720999999999,0.035608007000000004,-3.6532673460000002,1.375396751,4.674665643,4.129840914,1.506111674,1.33146266,0.06391202,1.33146266,WBGene00011291,R102.4
673,3599,3600,C01B9.1b,0.001958049,0.011499731000000001,-3.633131618,1.173294059,2.187626942,3.625807023,1.659122849,-0.123614772,0.405805574,0.405805574,WBGene00007220,C01B9.1
3711,2924,2925,C44C1.5b.1,0.000578796,0.004183757,-3.628361152,1.054339078,3.312019018,4.178974342,0.500424788,1.167021547,0.166021321,1.167021547,WBGene00016644,C44C1.5
15961,1575,1576,W07B3.2e.2,5.11e-06,6.86e-05,-3.616023885,0.7929647590000001,2.14368462,2.959112198,0.522665556,0.047739409000000003,0.420524109,0.420524109,WBGene00001561,gei-4
20008,6325,6326,ZC123.3c,0.029760644,0.099467167,-3.607466423,1.6599320819999999,2.005568841,5.325915403,2.816796154,1.3162656209999999,0.47043478299999997,1.3162656209999999,WBGene00022518,zfh-2
1881,4486,4487,C14F11.4b,0.006484159000000001,0.030553728,-3.5999014160000002,1.322405509,4.133878678,4.223772209,1.14615394,1.476980555,0.092130999,1.476980555,WBGene00015780,C14F11.4
6441,718,719,F22A3.6a,3.74e-09,1.1e-07,-3.567390304,0.605136005,8.274428772,2.4442132219999997,0.000748235,0.548536141,0.007476071999999999,0.548536141,WBGene00017691,ilys-5
9738,2878,2879,F56C4.3c,0.000511121,0.003750999,-3.55201951,1.022205195,1.386875609,2.857618374,0.789662615,0.28114732800000003,0.777692575,0.777692575,WBGene00010146,glb-19
10873,4166,4167,K03H1.10.2,0.004391793,0.02228358,-3.5450751119999997,1.244515942,2.283795844,3.585349651,1.338312903,0.984916992,0.37541394100000003,0.984916992,WBGene00010545,cbp-2
3992,5461,5462,C48B4.8a,0.015908731000000002,0.061570253,-3.542461448,1.4692897059999999,3.277275796,3.661312744,3.0676396410000004,-1.346643733,0.17057872,0.17057872,WBGene00008171,C48B4.8
19729,4227,4228,Y75B8A.35a.1,0.0047407429999999995,0.023707079,-3.539972548,1.2534684870000001,3.601809926,4.157477039,1.5720562569999998,0.784718617,0.133634707,0.784718617,WBGene00006986,zip-1
13254,5665,5666,T01D3.6a,0.018463593,0.068897943,-3.51274036,1.4908577019999998,2.637928557,6.314166312,1.619934829,1.7140502,0.282485904,1.7140502,WBGene00011330,T01D3.6
1945,3537,3538,C15H11.2b,0.001796934,0.010735399999999999,-3.4917315610000004,1.118466817,3.790628196,4.540535131,0.8527525690000001,1.023699462,0.11681936300000001,1.023699462,WBGene00007614,gnrr-2
399,5594,5595,B0365.3.2,0.017531095,0.066248425,-3.4899571739999997,1.46922322,7.127071036,4.772941607,0.635318998,2.602606309,0.0120053,2.602606309,WBGene00001137,eat-6
10821,3555,3556,K02G10.3.2,0.0018543910000000002,0.011025702,-3.489679104,1.121141409,2.888246614,3.281485838,1.271670682,0.6137664070000001,0.23155925300000002,0.6137664070000001,WBGene00019345,tmem-135
9679,352,353,F56A4.2,3.37e-13,2.01e-11,-3.488217165,0.479233264,7.529915721,2.305027948,0.00064238,0.34385440100000003,0.009713539,0.34385440100000003,WBGene00018910,F56A4.2
17338,4209,4210,Y39E4B.9d,0.004646676,0.023338455,-3.483251446,1.2305878829999999,2.212530181,3.3855601060000002,1.059413768,1.212106037,0.397700056,1.212106037,WBGene00000267,bre-2
4445,1350,1351,C55B7.3,1.57e-06,2.46e-05,-3.475934608,0.7239120859999999,2.74925563,4.079895028,0.18066407899999998,0.605408984,0.258525863,0.605408984,WBGene00016942,C55B7.3
20913,5577,5578,ZK688.5c,0.017306691000000003,0.065599744,-3.474510514,1.4598007169999998,2.34093139,4.099843394,1.137965285,2.058561914,0.358485099,2.058561914,WBGene00022800,ZK688.5
8774,1501,1502,F47H4.7a,3.42e-06,4.8100000000000004e-05,-3.4646154410000003,0.7460233190000001,2.578974344,2.9065815219999998,0.538721696,0.005814356,0.296104492,0.296104492,WBGene00009838,fbxa-187
11996,3201,3202,M04C9.3a,0.00103153,0.006811258000000001,-3.4557614589999996,1.0530134690000001,1.180495015,3.987104038,0.744510879,-0.591784659,0.91874517,0.91874517,WBGene00010858,M04C9.3
1072,5118,5119,C05D11.11a.3,0.011840172,0.048893096,-3.4402063289999996,1.366857693,5.072720857,3.9937736619999997,0.923964514,1.8784854169999998,0.050034387,1.8784854169999998,WBGene00003214,mel-32
1075,5119,5120,C05D11.11b.3,0.011840172,0.048893096,-3.4402063289999996,1.366857693,5.072720857,3.9937736619999997,0.923964514,1.8784854169999998,0.050034387,1.8784854169999998,WBGene00003214,mel-32
6021,3611,3612,F15H10.2,0.002001482,0.011715761000000002,-3.426043928,1.108747647,2.859981402,3.5705606430000003,0.799186748,1.044795269,0.23679486,1.044795269,WBGene00000602,col-13
10520,886,887,H25K10.1,2.8e-08,6.67e-07,-3.37946757,0.60850811,2.7632019580000002,2.9218912999999995,0.10251489,0.45290829,0.25567770300000003,0.45290829,WBGene00010411,H25K10.1
5680,4618,4619,F12B6.2e,0.007372582,0.033747239,-3.3540632969999997,1.2517361470000001,4.517497034,3.3007888989999996,1.236599537,1.113665537,0.070744908,1.113665537,WBGene00017398,slc-17.6
4600,2915,2916,D1025.8,0.0005669119999999999,0.004110021,-3.351304538,0.972246518,3.2114029680000002,3.538367257,0.101378085,1.316516851,0.17959315399999998,1.316516851,WBGene00008359,nspc-17
13617,1464,1465,T05E12.7c,3.06e-06,4.4200000000000004e-05,-3.34921286,0.717717864,1.70659035,3.2597097589999997,0.17274383199999999,0.1697285,0.5999345660000001,0.5999345660000001,WBGene00005444,srh-237
10762,84,85,K02D7.3a,5.32e-26,1.32e-23,-3.348000982,0.317479415,8.349052656,2.948250467,0.014526917,0.136662851,0.0073572030000000005,0.136662851,WBGene00000675,col-101
7813,3899,3900,F38A3.1,0.003121094,0.016920331,-3.3385578419999997,1.1295883420000001,5.005325242,3.914241182,0.019401517,1.8945532180000002,0.052133214000000004,1.8945532180000002,WBGene00000657,col-81
13190,3377,3378,T01B4.2b,0.00140194,0.008774781,-3.335882564,1.0443393859999999,3.2606987960000002,3.823255891,0.592504782,1.043462348,0.17280215100000001,1.043462348,WBGene00006675,twk-22
17955,4552,4553,Y48A6C.5a,0.00696164,0.032328125,-3.331136621,1.234360654,1.0065534109999998,3.344921788,0.763574511,1.521894824,1.05651957,1.521894824,WBGene00004010,pha-1
13069,3410,3411,R151.2b.1,0.001489536,0.009232854,-3.327229149,1.047380625,3.843750085,4.059861421,1.5320208469999999,0.113488412,0.112559466,0.113488412,WBGene00020107,R151.2
18480,6063,6064,Y54E10A.9a.2,0.025108455,0.087544207,-3.3234850989999996,1.483877551,2.248286336,4.960485033,2.9164863089999997,-0.198862425,0.386352572,0.386352572,WBGene00006888,vbh-1
14332,3144,3145,T14B4.4a.1,0.0009249289999999999,0.006218051,-3.302506217,0.997007372,2.685549351,5.292856348,1.026294607,0.46474094299999996,0.27196441,0.46474094299999996,WBGene00006636,tsp-10
18960,4783,4784,Y59E9AL.3,0.008808365,0.038928776,-3.300209527,1.259908729,2.045078691,3.503602033,0.67263926,1.7084157480000002,0.455571058,1.7084157480000002,WBGene00021993,Y59E9AL.3
20793,4817,4818,ZK617.1g.2,0.009092308,0.039903929,-3.2860189419999997,1.2597043079999999,2.868789548,5.186379022,1.254500114,1.1257823,0.235150186,1.1257823,WBGene00006759,unc-22
5618,1950,1951,F11C1.5e.2,3.17e-05,0.00034385300000000003,-3.2732654510000003,0.786713241,4.076834992,2.294798657,0.832558433,-0.738623685,0.09581815199999999,0.09581815199999999,WBGene00008694,F11C1.5
373,2024,2025,B0348.6c.2,4.36e-05,0.000455125,-3.273236672,0.800776803,1.5859230290000002,3.3331492889999996,0.300110187,0.380324127,0.661755045,0.661755045,WBGene00002061,ife-3
6045,5237,5238,F16B4.12b,0.013375267,0.053988786,-3.271408884,1.322519898,1.4578687719999999,3.811524785,0.69140442,1.9321839,0.734225109,1.9321839,WBGene00003707,nhr-117
1915,5904,5905,C15C6.2b,0.022169086,0.079358335,-3.2657560780000003,1.4276789540000001,1.96736778,3.745461147,1.04395115,2.013449642,0.485273103,2.013449642,WBGene00007601,C15C6.2
3743,5492,5493,C44E4.6.2,0.016346525,0.06291909400000001,-3.2593209260000005,1.3574365380000002,5.56530068,4.2493215410000005,0.284005916,2.479945015,0.036347849,2.479945015,WBGene00016655,acbp-1
18309,1676,1677,Y51H4A.5,9.41e-06,0.00011857899999999999,-3.257980727,0.735367573,2.877294172,2.481631002,0.13383969099999998,0.6773085109999999,0.23357350100000002,0.6773085109999999,WBGene00013101,Y51H4A.5
1095,4757,4758,C05D12.3a.2,0.008527837,0.037894926,-3.2460509539999998,1.2340408390000002,2.305484287,4.416733086,0.715668693,1.568616494,0.368891368,1.568616494,WBGene00014666,C05D12.3
4913,464,465,E02H4.7,1.9e-11,8.609999999999999e-10,-3.2139527639999996,0.47871676799999996,3.6712570589999998,2.685842545,0.065067595,0.27868702100000003,0.12712078300000001,0.27868702100000003,WBGene00077757,E02H4.7
9315,4476,4477,F54C1.7.2,0.006378175,0.030121457,-3.212623358,1.177786699,2.266245391,3.6005695839999996,0.94875653,1.132015733,0.380779718,1.132015733,WBGene00003934,pat-10
19371,4610,4611,Y71F9AL.13b.4,0.007329375,0.03360767,-3.207816422,1.19627856,1.134158407,2.814945549,1.19296569,0.643835158,0.9536579,0.9536579,WBGene00004412,rpl-1
12953,4390,4391,R12C12.9b,0.005823426,0.028033858,-3.1641553069999997,1.147446881,3.3693308180000003,2.80566019,1.8161011519999999,-0.409956242,0.158850367,0.158850367,WBGene00020029,R12C12.9
7165,2359,2360,F29G6.3a.2,0.000135285,0.001212099,-3.152634317,0.8260248790000001,6.198512528999999,2.021510768,1.000757328,-0.41044875299999994,0.022718323,0.022718323,WBGene00009259,hpo-34
11289,5281,5282,K08D8.4f,0.013859113999999999,0.055465312,-3.1523135669999998,1.280962532,2.605553159,3.700722109,1.86238296,0.598914551,0.28988157800000003,0.598914551,WBGene00010658,K08D8.4
10763,67,68,K02D7.3b,1.42e-29,4.43e-27,-3.152013737,0.279116574,8.35234025,2.508332513,0.011478783000000001,0.10538031,0.007352327,0.10538031,WBGene00000675,col-101
14260,3504,3505,T13A10.10a,0.00170484,0.01028161,-3.1417041610000003,1.001388659,3.7443515310000004,2.627603008,0.37076192,1.133406948,0.12068746300000001,1.133406948,WBGene00000005,aat-4
10891,1534,1535,K03H6.7,4.13e-06,5.6899999999999994e-05,-3.091313332,0.671326231,2.241377986,1.9905669540000002,0.203187667,0.472830696,0.388518669,0.472830696,WBGene00044719,clec-172
11210,2715,2716,K07H8.6b,0.000357783,0.0027851990000000004,-3.0844334,0.864129169,1.566077039,4.17141253,0.163498073,0.95658076,0.672507796,0.95658076,WBGene00006930,vit-6
9993,5660,5661,F58A4.7a,0.018395597,0.068680575,-3.084066083,1.308161446,2.646139626,4.4518817,2.286287776,0.06726154,0.280641778,0.280641778,WBGene00001955,hlh-11
18893,5940,5941,Y57G11C.45a,0.022773725,0.081047781,-3.07227244,1.349139195,1.7967838090000001,4.192391593,1.059209445,1.6710554069999999,0.55749923,1.6710554069999999,WBGene00013334,Y57G11C.45
16714,2731,2732,Y19D10A.7,0.000368604,0.002852636,-3.0682539269999998,0.86148236,1.4593597680000001,2.324346525,0.236991178,0.876236606,0.7333381390000001,0.876236606,WBGene00021222,irld-53
6489,3906,3907,F22D6.2.2,0.003161528,0.017108827,-3.066517942,1.038941213,3.3466809680000003,2.274056767,1.457464579,-0.111116925,0.161633687,0.161633687,WBGene00009050,F22D6.2
20750,5992,5993,ZK563.6.2,0.02368208,0.083549176,-3.063555065,1.354208267,2.374637819,5.658843922000001,0.98013251,1.7706875340000001,0.348874655,1.7706875340000001,WBGene00022770,acp-1
8242,3507,3508,F42G4.5b,0.001706784,0.010288182,-3.06011511,0.975486816,4.064278596,2.406253976,0.262469999,1.164891792,0.096649143,1.164891792,WBGene00009642,F42G4.5
12695,3762,3763,R09D1.11a,0.00261035,0.014662762,-3.05668261,1.015425733,1.439165791,3.52725236,0.307265658,1.239368472,0.745440718,1.239368472,WBGene00011167,chil-23
16607,303,304,Y16B4A.2,2.52e-14,1.75e-12,-3.054782618,0.40084829200000005,5.690125685,1.874318526,0.007235358000000001,0.233783672,0.033229006,0.233783672,WBGene00012445,Y16B4A.2
9550,17,18,F55C10.3,1.48e-43,1.74e-40,-3.039611568,0.21963697699999998,5.27864684,2.309059622,0.022267703,0.050092899,0.044030268,0.050092899,WBGene00000728,col-155
12664,5290,5291,R08H2.1.1,0.013944227,0.055721564,-3.039195191,1.2360999590000001,3.27661021,3.2483426189999998,0.557819678,1.734094986,0.17066742,1.734094986,WBGene00000986,dhs-23
17133,32,33,Y38F1A.6.1,1.4999999999999998e-37,9.640000000000001e-35,-3.0345228489999996,0.236948817,7.3435798310000004,2.387386159,0.0065167359999999995,0.077700377,0.010633968,0.077700377,WBGene00012608,Y38F1A.6
7766,914,915,F37B4.2,4.3e-08,9.940000000000001e-07,-3.0264501580000003,0.552473764,3.99255327,3.063688055,0.070055858,0.38778503299999995,0.101539559,0.38778503299999995,WBGene00002055,ifc-1
20898,5778,5779,ZK682.2.2,0.020418217,0.07470191400000001,-3.013805845,1.299853937,3.880541085,5.269761441,2.424715349,-1.192465726,0.109715036,0.109715036,WBGene00022788,slc-17.7
1122,751,752,C05E11.5,5.8099999999999996e-09,1.6300000000000002e-07,-3.007567288,0.516582205,4.717095757,1.90361199,0.017235977,0.383049784,0.06222775,0.383049784,WBGene00000136,amt-4
