,index,Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,ens_gene,ext_gene
12986,1891,1892,R13A5.15,0.008148398000000001,0.09086580699999999,-0.9803253690000001,0.37051319899999996,3.3336172580000003,0.270899863,0.042651222999999995,0.0027237470000000003,0.163268823,0.163268823,WBGene00194726,R13A5.15
1151,572,573,C06A12.3b.1,0.00018035099999999998,0.006653912,-0.978231042,0.261205769,4.66849382,0.14445991,0.038180489,-0.019933401,0.064162192,0.064162192,WBGene00007357,C06A12.3
5606,820,821,F11A6.1a.1,0.00063365,0.016301377,-0.967314892,0.283106625,7.138690316,0.240356276,0.0008833669999999999,0.11934067400000001,0.011920175,0.11934067400000001,WBGene00002232,kpc-1
5709,317,318,F13A7.11,1.88e-05,0.00124457,-0.964033745,0.22529683,4.6637399969999995,0.276569389,0.011782181000000001,0.043596827000000005,0.064355812,0.064355812,WBGene00008726,F13A7.11
10865,1175,1176,K03E6.1b,0.002017046,0.036233134,-0.9594395240000001,0.310728416,4.237775516,0.2644366,0.059071803,0.034886036,0.08575642,0.08575642,WBGene00002988,lim-6
19592,1095,1096,Y73B6BL.44,0.0016342429999999999,0.03152627,-0.94496793,0.30001602,5.386465836,0.223636274,0.0048228659999999994,0.130191552,0.041068235,0.130191552,WBGene00044350,Y73B6BL.44
8575,999,1000,F46A8.7,0.001211098,0.025606246000000003,-0.943485208,0.291536255,5.259943761000001,0.379266912,0.005756054,0.12173402800000001,0.044554820999999994,0.12173402800000001,WBGene00009750,F46A8.7
4374,662,663,C54E10.5,0.000327934,0.010457789,-0.940504773,0.261820697,4.241444567,0.18571291899999998,0.017286386,0.027714813999999997,0.08553873099999999,0.08553873099999999,WBGene00008309,nhr-170
4629,1477,1478,D1053.3,0.004028978,0.057596130999999995,-0.936548838,0.325655988,3.6316853210000004,0.271275115,0.028295802000000002,0.098561156,0.130781932,0.130781932,WBGene00008368,D1053.3
10296,1295,1296,H01A20.1,0.0027808409999999996,0.045366762000000005,-0.934493345,0.312437222,5.473035046000001,0.31396460800000003,0.004978505,0.141447022,0.038753312000000005,0.141447022,WBGene00003602,nhr-3
1394,674,675,C08A9.11,0.000343604,0.01076269,-0.9319291120000001,0.26031592600000003,4.213087604,0.238225223,0.014412723999999998,0.004776507,0.087233848,0.087233848,WBGene00045273,C08A9.11
15237,1026,1027,T27E4.7,0.00133709,0.027526861,-0.9317927640000001,0.29046833699999997,5.119663902,0.217802928,0.006441888000000001,0.120115894,0.048616202000000004,0.120115894,WBGene00020865,T27E4.7
1045,602,603,C05C12.3,0.00022255,0.007790346,-0.9315128220000001,0.25230983,6.2366440889999994,0.223149535,0.0018730720000000001,0.093617304,0.022090291,0.093617304,WBGene00001795,gtl-1
18899,290,291,Y57G11C.51.1,1.24e-05,0.000904227,-0.930863908,0.213009082,5.746888266,0.16857784399999998,0.036187801,0.019929641,0.031871502999999995,0.031871502999999995,WBGene00044258,Y57G11C.51
7730,1488,1489,F36H5.2a.4,0.004095119,0.058148492999999996,-0.928730539,0.323516052,4.803061915,0.306807205,0.098002851,0.03226622,0.058991102999999996,0.058991102999999996,WBGene00018101,math-27
19830,1833,1834,Y81G3A.1,0.007500978,0.086473925,-0.926682638,0.346586203,3.926722977,0.311983365,0.073923535,0.067396055,0.106259459,0.106259459,WBGene00013590,Y81G3A.1
4223,1034,1035,C52B9.3a,0.001352792,0.027634852,-0.9221167240000001,0.28775335399999996,6.013684372999999,0.210768768,0.02017586,0.10402712900000001,0.026089054,0.10402712900000001,WBGene00016866,coel-1
11084,159,160,K07A1.13,7.31e-07,9.71e-05,-0.916330766,0.185005009,5.226546688,0.17270202699999998,0.0058397480000000005,0.032060521,0.045500532,0.045500532,WBGene00010617,K07A1.13
8327,155,156,F43G6.4,6.520000000000001e-07,8.87e-05,-0.90565164,0.182036773,5.277332766000001,0.20733541,0.005639071,0.017900288,0.044067009000000004,0.044067009000000004,WBGene00009657,F43G6.4
18896,1584,1585,Y57G11C.46,0.004954214,0.066086403,-0.901351811,0.320766244,3.651944178,0.17949899800000002,0.025445216,0.050597037000000004,0.128891259,0.128891259,WBGene00013335,Y57G11C.46
3883,1886,1887,C46H11.4b,0.00812933,0.09086580699999999,-0.896899242,0.338880863,4.698465627,0.253250555,0.084957547,0.087302813,0.06295975599999999,0.087302813,WBGene00002979,lfe-2
6198,753,754,F18G5.6,0.000474549,0.013306887,-0.8886785629999999,0.25429136199999997,6.778964155,0.178857238,0.001166549,0.095829596,0.015140273999999999,0.095829596,WBGene00017582,F18G5.6
14692,1707,1708,T21C12.8b,0.005990946,0.074175207,-0.884959397,0.322005225,4.115551902,0.19676539199999998,0.062230798,0.033190968,0.093300249,0.093300249,WBGene00043998,T21C12.8
19493,1554,1555,Y71H2AM.16,0.004611489,0.062701418,-0.88248732,0.311503904,5.523115447,0.229537687,0.004173351,0.141378673,0.037438402999999995,0.141378673,WBGene00022181,pho-9
8024,741,742,F40F9.2,0.000449941,0.012820902,-0.879762045,0.250722071,6.437269507000001,0.305157145,0.002253984,0.09203835199999999,0.019165223999999998,0.09203835199999999,WBGene00006470,tag-120
9092,1341,1342,F52H2.4,0.003087778,0.048575071,-0.876319517,0.296167803,3.9203489,0.188456158,0.024843981,0.005164716,0.10672907,0.10672907,WBGene00018716,F52H2.4
4354,150,151,C54D1.4,5.59e-07,7.829999999999999e-05,-0.86431107,0.17269272,5.850544885,0.147689887,0.0027993959999999996,0.041934767000000005,0.02950274,0.041934767000000005,WBGene00000116,alh-10
6854,1084,1085,F26D11.6,0.0015996889999999998,0.031172558,-0.864226763,0.273839282,4.0971706260000005,0.164049519,0.017994505,0.062142972000000005,0.094487423,0.094487423,WBGene00017823,F26D11.6
18083,1832,1833,Y48G8AL.13a.1,0.0074981069999999995,0.086473925,-0.859218382,0.32133864100000004,6.553188481,0.21380981300000002,0.137172399,-0.026971747,0.017715384,0.017715384,WBGene00021691,Y48G8AL.13
10880,1424,1425,K03H1.4.2,0.003635173,0.053763294,-0.856908124,0.294652538,7.504883712000001,0.360897701,0.004556835,0.125673342,0.009827952,0.125673342,WBGene00010539,ttr-2
11049,787,788,K06A9.2,0.000561971,0.015078373,-0.852303155,0.247092096,4.594183685,0.239466017,0.011035904,0.080545853,0.067285487,0.080545853,WBGene00019436,K06A9.2
5601,227,228,F11A5.10,4.91e-06,0.000451191,-0.83964821,0.183783776,5.470680194,0.148154112,0.00444371,0.046221005,0.038815634,0.046221005,WBGene00001591,glc-1
6131,340,341,F17E9.4,2.3899999999999998e-05,0.001482585,-0.8368618409999999,0.19808151699999998,7.26241331,0.146536373,0.000738661,0.05811577,0.011095036,0.05811577,WBGene00017541,F17E9.4
7648,365,366,F36A2.3,3.11e-05,0.001798401,-0.8332801190000001,0.200067169,6.90243835,0.14985177,0.001035517,0.059004790999999994,0.013902471000000001,0.059004790999999994,WBGene00009453,F36A2.3
1886,717,718,C14F5.1b,0.000411495,0.012117321,-0.821275383,0.232484694,6.021133449,0.192259283,0.015640705,0.06543299400000001,0.025942827999999998,0.06543299400000001,WBGene00015776,dct-1
17112,1542,1543,Y38E10A.22b,0.004516931,0.061865300000000005,-0.818752795,0.288333255,7.076647834,0.22658652699999998,0.091620855,0.033083244,0.012389743,0.033083244,WBGene00012600,Y38E10A.22
14850,1037,1038,T23B12.11.1,0.001360597,0.027713968999999998,-0.816791135,0.25501755,4.373938506,0.22219699399999998,0.019564987,0.007862908,0.077985939,0.077985939,WBGene00044553,T23B12.11
17585,151,152,Y43E12A.2,5.86e-07,8.149999999999999e-05,-0.814884295,0.163114323,5.685267955,0.202626563,0.003395655,0.036513769,0.033347049,0.036513769,WBGene00012794,Y43E12A.2
7102,1862,1863,F28H1.3.2,0.007881905,0.089450949,-0.813060825,0.305997041,8.248691062999999,0.133864225,0.132930517,-0.090332602,0.007520766999999999,0.007520766999999999,WBGene00000197,aars-2
19801,1224,1225,Y79H2A.2a,0.002238235,0.038631016000000004,-0.8090174840000001,0.264674325,4.805939241,0.200292074,0.046192224000000004,0.035239871,0.058886522999999996,0.058886522999999996,WBGene00013579,Y79H2A.2
3385,1061,1062,C37C3.6b.1,0.001472467,0.029314849,-0.804258335,0.25290698899999997,5.895350608999999,0.30701571699999997,0.016072103,0.079870815,0.02852569,0.079870815,WBGene00003242,mig-6
5079,417,418,F02A9.2b,5.13e-05,0.002593753,-0.802673394,0.19820464399999999,7.201593257000001,0.167415749,0.001853691,0.057073930999999994,0.011482031,0.057073930999999994,WBGene00001385,far-1
5823,234,235,F13H6.1a,6.22e-06,0.000557571,-0.800191234,0.17708653600000002,5.444394482000001,0.159459137,0.007074844,0.039964618,0.039513811,0.039964618,WBGene00017430,F13H6.1
21137,1010,1011,ZK973.8,0.00125081,0.026194392,-0.799216734,0.24766301,4.897252443,0.195075618,0.008257078000000001,0.083748372,0.055680288,0.083748372,WBGene00022834,ZK973.8
8330,177,178,F43G6.8,1.2e-06,0.00014209,-0.797803321,0.164283499,5.630233465,0.13930941800000002,0.003847109,0.036636493,0.034703883,0.036636493,WBGene00009660,F43G6.8
8733,1353,1354,F47D12.6,0.003177229,0.049613118,-0.7936060009999999,0.269014462,4.141059985,0.224229862,0.016876501999999998,0.076569717,0.09167667,0.09167667,WBGene00018562,F47D12.6
6787,532,533,F25H5.8,0.00013461299999999998,0.005309948,-0.790554258,0.207067296,6.3074368839999995,0.136312241,0.001805001,0.06251029599999999,0.020985606,0.06251029599999999,WBGene00009130,F25H5.8
13472,1185,1186,T04C12.7,0.002066955,0.036847915,-0.789825482,0.25640027600000004,4.271855206000001,0.129666411,0.014859003999999999,0.032674835,0.083752648,0.083752648,WBGene00011429,T04C12.7
413,443,444,B0391.8,6.759999999999999e-05,0.0032205420000000003,-0.7853832709999999,0.197111108,5.023973342,0.152188297,0.00673464,0.040401299,0.051544543,0.051544543,WBGene00014643,B0391.8
13103,1113,1114,R166.5a,0.0017131420000000002,0.032514334,-0.7846067259999999,0.250199622,7.65924727,0.18171220100000002,0.002600545,0.091299232,0.009166313,0.091299232,WBGene00011304,mnk-1
11488,1143,1144,K09F6.7,0.001866308,0.034462308999999997,-0.780952091,0.251051743,4.345044683999999,0.158024193,0.014959823999999998,0.06223916,0.07958064299999999,0.07958064299999999,WBGene00019590,K09F6.7
20982,1917,1918,ZK813.2,0.008438072,0.093016763,-0.779465979,0.295922665,8.678032537,0.24503583399999998,0.000167472,0.13118786300000002,0.007012688,0.13118786300000002,WBGene00022821,ZK813.2
18552,1059,1060,Y54F10BM.12,0.0014677289999999999,0.029275651,-0.765785525,0.240738139,4.428776719,0.159342003,0.011841349,0.032939381000000004,0.075090929,0.075090929,WBGene00021866,Y54F10BM.12
8148,266,267,F42A10.2a,9.67e-06,0.000760625,-0.763913319,0.172658223,6.439593405,0.160784116,0.003085767,0.041630526,0.019135041999999998,0.041630526,WBGene00003593,nfm-1
11908,713,714,M02F4.3,0.00040576800000000004,0.012039085,-0.761037477,0.215207044,4.737830271,0.118799056,0.008044727,0.02048355,0.06142638,0.06142638,WBGene00019737,M02F4.3
14397,843,844,T15H9.7b,0.000682329,0.017092977,-0.7594115370000001,0.22358103199999999,7.453827189,0.15046191,0.0031149690000000004,0.071867748,0.010070077,0.071867748,WBGene00001038,dnj-20
7905,927,928,F39C12.3a,0.0009396119999999999,0.021407568999999998,-0.756369935,0.228647975,4.890329331,0.217644408,0.008406895,0.07001295,0.05591614599999999,0.07001295,WBGene00006640,tsp-14
7731,1221,1222,F36H5.2c,0.002211416,0.038261842000000004,-0.751811619,0.245668838,6.378977047,0.179965989,0.002467775,0.08806199199999999,0.019949823000000002,0.08806199199999999,WBGene00018101,math-27
2101,845,846,C17G1.5,0.0006883939999999999,0.017204156,-0.74695073,0.22006937899999998,4.7730933030000005,0.194608258,0.008219898,0.06442589900000001,0.060094287999999996,0.06442589900000001,WBGene00007652,C17G1.5
3023,1277,1278,C33D9.3b.1,0.0026785940000000003,0.044314174000000005,-0.745914365,0.24843931800000002,4.4850920080000005,0.158284538,0.020296279,0.04599978,0.07228686299999999,0.07228686299999999,WBGene00007898,C33D9.3
2720,1957,1958,C28G1.10,0.008967049,0.096708124,-0.744811015,0.285006993,3.975803467,0.12907853,0.019124907,0.039070993,0.102718572,0.102718572,WBGene00219376,C28G1.10
14976,582,583,T24B8.1b.1,0.000195535,0.0070912480000000005,-0.744797508,0.199960873,7.5287620770000006,0.186114085,0.034995473,0.024981053,0.00971875,0.024981053,WBGene00004446,rpl-32
16620,700,701,Y17D7C.3,0.00039300800000000003,0.011853595,-0.7360151559999999,0.207636161,4.898842281,0.28995808300000003,0.00904288,0.022255911,0.055626283,0.055626283,WBGene00045366,Y17D7C.3
16101,1936,1937,W10D5.1,0.008648449,0.094480963,-0.7331170859999999,0.27921389399999996,5.568309687999999,0.170784212,0.004176075,0.112764523,0.036270708,0.112764523,WBGene00003182,mef-2
16558,536,537,Y119D3B.17,0.00013596799999999998,0.005353383000000001,-0.725273205,0.19009147699999998,5.755128035,0.17140224199999998,0.003245086,0.050957069,0.03167788,0.050957069,WBGene00003978,pes-4
15403,254,255,T28F2.5,8.05e-06,0.000667123,-0.72277669,0.161913922,5.833542126,0.18585704600000003,0.003244113,0.036080064,0.029881072,0.036080064,WBGene00000368,ccb-1
7263,1125,1126,F31F4.12,0.0017883970000000002,0.033604874,-0.710930242,0.227622021,4.583272571,0.145465079,0.009955347,0.065084346,0.06776232900000001,0.06776232900000001,WBGene00017961,nhr-180
12818,357,358,R10F2.6,2.8000000000000003e-05,0.00165222,-0.7080709629999999,0.169017053,5.855497776,0.126746165,0.0030413479999999997,0.039808799,0.029393307,0.039808799,WBGene00019997,R10F2.6
1517,979,980,C09D4.2,0.0011189210000000002,0.024115551000000002,-0.707010535,0.21695554600000003,6.411697669,0.123010362,0.0016486460000000001,0.068955917,0.019502883999999998,0.068955917,WBGene00015633,C09D4.2
8075,558,559,F41C3.5.2,0.00016035,0.006064906,-0.706438765,0.18716252100000003,7.867531736,0.182981595,0.016962416,0.035582298,0.008433172,0.035582298,WBGene00018271,F41C3.5
13458,465,466,T04C10.2a,8.149999999999999e-05,0.003697085,-0.6978638,0.177123267,7.1713691520000005,0.193020367,0.031606842999999996,0.015452134,0.011687763,0.015452134,WBGene00001329,epn-1
2441,1829,1830,C25B8.6,0.007465408000000001,0.08625197400000001,-0.697411091,0.26068154600000004,4.7362397210000005,0.222672548,0.009332445,0.09259985800000001,0.061487368,0.09259985800000001,WBGene00003710,nhr-120
8385,1328,1329,F44C8.3,0.003025875,0.048102305,-0.697037888,0.23508096899999997,4.967171381,0.166635633,0.008024215,0.074870378,0.053358027999999995,0.074870378,WBGene00003617,nhr-18
14459,1731,1732,T17H7.7,0.006243601,0.076253024,-0.695545205,0.254340026,4.76344926,0.14759185,0.0097735,0.08725977300000001,0.060454857,0.08725977300000001,WBGene00020551,T17H7.7
3065,271,272,C33H5.12b,9.99e-06,0.0007765589999999999,-0.694281813,0.157170346,6.24439968,0.12755709699999998,0.006710496,0.030343281,0.021965386,0.030343281,WBGene00004703,rsp-6
20659,411,412,ZK470.2b.1,4.59e-05,0.002354588,-0.692564885,0.16992320800000002,6.277616835,0.142518409,0.013303859,0.030006986,0.021441235,0.030006986,WBGene00022745,ZK470.2
9227,1276,1277,F53F4.5a,0.002660828,0.04405473099999999,-0.6858934179999999,0.22829435899999997,6.25243768,0.15323353,0.012824631999999999,0.06535284,0.021836942,0.06535284,WBGene00001479,fmo-4
8381,1226,1227,F44C8.10,0.0022669820000000003,0.039031597,-0.683972693,0.22404583399999997,4.6304080889999994,0.11745534699999999,0.009558169,0.029603152999999997,0.065736634,0.065736634,WBGene00003716,nhr-126
3254,1865,1866,C35C5.9.1,0.007919902,0.089629974,-0.679653628,0.255945187,4.950424946,0.146216246,0.006622551999999999,0.09163935599999999,0.053904731,0.09163935599999999,WBGene00007958,C35C5.9
6486,95,96,F22D6.14,2.8199999999999998e-08,6.22e-06,-0.678890232,0.12227492,6.406008565,0.12490967,0.002847343,0.009390679,0.019579391,0.019579391,WBGene00009055,F22D6.14
10067,1534,1535,F58E6.1,0.004479112,0.061695022999999995,-0.6722061109999999,0.236501823,5.105059237,0.15940332599999998,0.006735079000000001,0.077164589,0.049053853,0.077164589,WBGene00010251,sta-2
12613,187,188,R07H5.4,1.52e-06,0.00017145599999999998,-0.669560122,0.139259894,6.88736964,0.153182945,0.001062486,0.028027491,0.014046406,0.028027491,WBGene00011124,sdz-27
12924,1273,1274,R11H6.4a,0.0026286290000000004,0.043624098,-0.668694792,0.222296032,4.776384012,0.100662849,0.014151403,0.011956393999999999,0.059971885999999995,0.059971885999999995,WBGene00011252,R11H6.4
217,1575,1576,B0252.2,0.004882774,0.065505389,-0.668280811,0.237427986,5.631752325,0.152166819,0.00351681,0.081041263,0.03466597,0.081041263,WBGene00000211,asm-1
15109,1148,1149,T25G12.3,0.001886736,0.034718247,-0.6677054689999999,0.21486865300000002,4.767176285,0.097498549,0.008937623,0.035706194,0.060315184,0.060315184,WBGene00020811,T25G12.3
9698,1694,1695,F56A8.7b,0.005878977,0.073332865,-0.665268735,0.241524533,4.826806236,0.176268654,0.029366277000000003,0.038010787000000004,0.058134874,0.058134874,WBGene00006798,unc-64
16922,1781,1782,Y37A1B.2d,0.006933391,0.082216869,-0.663953731,0.245906355,6.098954062000001,0.158756181,0.036637411,0.054067492,0.024467002999999998,0.054067492,WBGene00003086,lst-4
20111,1827,1828,ZC373.1a,0.0074466309999999996,0.086144717,-0.663405617,0.24789261,6.738292916,0.13051895800000002,0.0018336910000000001,0.090342428,0.015576083999999999,0.090342428,WBGene00013866,cbs-1
3243,1200,1201,C35B8.4,0.002115555,0.037227342999999996,-0.661630277,0.21526852,4.761198601,0.144244306,0.0089714,0.033443453,0.060539404000000005,0.060539404000000005,WBGene00044743,C35B8.4
7261,1580,1581,F31E9.6,0.004932695,0.065976162,-0.658218407,0.23412507,4.503854088,0.279545383,0.010833835,0.023950073,0.071387987,0.071387987,WBGene00009299,F31E9.6
15546,1897,1898,W02A2.2,0.008170186,0.09103086199999999,-0.647316943,0.24473649600000003,7.542169124,0.24646648399999999,0.000570053,0.089273875,0.009658551999999999,0.089273875,WBGene00001390,far-6
4416,604,605,C54G7.2,0.00022365,0.007794219,-0.64705634,0.175321434,6.741873202000001,0.093425019,0.001138608,0.0449678,0.015537186000000001,0.0449678,WBGene00016934,mboa-3
1350,556,557,C07E3.9,0.000158991,0.00603508,-0.6414509820000001,0.16984928800000001,6.296808978,0.13857329999999998,0.001800694,0.041472477,0.021146376,0.041472477,WBGene00007419,C07E3.9
13707,746,747,T06C10.4,0.000454914,0.012875845,-0.630138387,0.179732005,5.2973359989999995,0.100272375,0.004945866,0.028531146,0.043509524,0.043509524,WBGene00001453,flp-10
11734,1700,1701,K12C11.6,0.0059323990000000005,0.073694893,-0.630021346,0.228974221,5.288438023,0.134301076,0.004972331,0.07367146,0.043757036,0.07367146,WBGene00045052,K12C11.6
1779,1482,1483,C13C4.5,0.004061839,0.057909284000000005,-0.625836536,0.21780963600000003,5.589022645,0.125986595,0.003443578,0.067717978,0.035742157000000004,0.067717978,WBGene00007549,spin-1
18031,1485,1486,Y48G10A.1.2,0.004074088,0.057966649,-0.624132357,0.217288471,5.420618967,0.17982478300000002,0.030672368,-0.006028968000000001,0.040149051,0.040149051,WBGene00013018,Y48G10A.1
15469,1496,1497,W01A11.6,0.004161537,0.058840832,-0.621210265,0.216778117,4.751521706,0.133864141,0.009584462,0.009282664,0.060904665999999996,0.060904665999999996,WBGene00003385,moc-2
8053,1526,1527,F40H6.6,0.004383593,0.060695679,-0.619869649,0.21756285399999997,4.786087396,0.07576651200000001,0.011387598999999998,0.005414539,0.059612794000000004,0.059612794000000004,WBGene00044412,F40H6.6
19670,1470,1471,Y74C9A.2a.1,0.003949763,0.056802077,-0.613247048,0.212774436,7.844673346,0.104481234,0.0008143460000000001,0.067095095,0.008505015999999999,0.067095095,WBGene00022276,nlp-40
10715,562,563,K02A11.3,0.000162745,0.0061062469999999995,-0.612977494,0.162560344,6.357569938999999,0.115356155,0.0017584879999999999,0.03788031,0.020251309,0.03788031,WBGene00010488,K02A11.3
18631,1837,1838,Y54G2A.52,0.007524131,0.086552072,-0.604369464,0.226126109,5.32004877,0.17183603600000003,0.005015536,0.07168399,0.042881037000000004,0.07168399,WBGene00045397,Y54G2A.52
3521,1915,1916,C41A3.2a,0.00840329,0.092730042,-0.597767035,0.226820291,4.628550526000001,0.080559412,0.011356355,0.00999271,0.065814812,0.065814812,WBGene00016559,C41A3.2
18448,649,650,Y53G8B.4b,0.000304168,0.009891012,-0.594985179,0.164737146,6.60401759,0.086689324,0.008230674,0.032476817000000005,0.017104517,0.032476817000000005,WBGene00021820,nipa-1
10454,1210,1211,H19N07.2b,0.00216091,0.037727606000000004,-0.594914525,0.193961606,6.5580013720000006,0.075483913,0.038774796,-0.012982745,0.017656861,0.017656861,WBGene00010406,math-33
4227,946,947,C52B9.7a,0.0010081019999999999,0.022525825,-0.593467229,0.180480864,5.845758262,0.141890119,0.0031601990000000003,0.045699815,0.029608832,0.045699815,WBGene00003907,paf-2
